AttendanceID,EmployeeID,Date,InTime,OutTime,WorkHours,Status,Remarks,ShiftCode
37141,88,18/06/2024,,,0,Leave,Annual Leave,NN
37142,88,19/06/2024,09:00,18:45,9.75,Present,WFH,GG
37143,88,20/06/2024,09:00,18:00,9,Present,WFH,MA
37144,88,21/06/2024,09:30,18:45,9.25,Present,WFH,G1
37145,88,22/06/2024,10:00,19:15,9.25,Present,,G2
37146,88,23/06/2024,09:00,18:30,9.5,Present,Late,GG
37147,88,24/06/2024,10:30,19:30,9,Present,Late,G2
37148,88,25/06/2024,10:30,19:45,9.25,Present,,G2
37149,88,26/06/2024,09:45,19:00,9.25,Present,,GG
37150,88,27/06/2024,,,0,Leave,Sick Leave,MM
37151,88,28/06/2024,10:30,20:15,9.75,Present,,NN
37152,88,29/06/2024,09:15,19:00,9.75,Present,WFH,NA
37153,88,30/06/2024,09:45,19:00,9.25,Present,WFH,G2
37154,88,01/07/2024,,,0,Absent,,GG
37155,88,02/07/2024,10:45,20:15,9.5,Present,Late,NN
37156,88,03/07/2024,09:30,19:15,9.75,Present,Late,G2
37157,88,04/07/2024,,,0,Absent,WeekOff,NN
37158,88,05/07/2024,08:45,17:45,9,Present,Late,GG
37159,88,06/07/2024,10:15,14:15,4,Half Day,Late,G2
37160,88,07/07/2024,09:00,18:45,9.75,Present,Late,NA
37161,88,08/07/2024,08:45,17:45,9,Present,Late,MM
37162,88,09/07/2024,08:45,17:45,9,Present,WFH,MA
37163,88,10/07/2024,08:00,17:00,9,Present,,MA
37164,88,11/07/2024,10:45,20:15,9.5,Present,WFH,MM
37165,88,12/07/2024,10:30,20:15,9.75,Present,WFH,G1
37166,88,13/07/2024,08:30,18:15,9.75,Present,WFH,MA
37167,88,14/07/2024,09:15,18:15,9,Present,,G2
37168,88,15/07/2024,09:15,18:45,9.5,Present,WFH,NN
37169,88,16/07/2024,10:30,19:45,9.25,Present,,NN
37170,88,17/07/2024,09:00,18:15,9.25,Present,Late,GG
37171,88,18/07/2024,,,0,Leave,Annual Leave,MM
37172,88,19/07/2024,,,0,Leave,Sick Leave,NA
37173,88,20/07/2024,09:15,19:00,9.75,Present,,NN
37174,88,21/07/2024,,,0,Leave,Annual Leave,G2
37175,88,22/07/2024,08:30,18:00,9.5,Present,,GG
37176,88,23/07/2024,09:30,19:15,9.75,Present,,NA
37177,88,24/07/2024,,,0,Absent,,MA
37178,88,25/07/2024,,,0,Absent,WeekOff,G1
37179,88,26/07/2024,10:00,19:15,9.25,Present,,G1
37180,88,27/07/2024,,,0,Leave,Sick Leave,MA
37181,88,28/07/2024,11:00,15:00,4,Half Day,Personal Work,MA
37182,88,29/07/2024,08:30,18:15,9.75,Present,WFH,G1
37183,88,30/07/2024,10:15,20:00,9.75,Present,WFH,NA
37184,88,31/07/2024,09:30,19:00,9.5,Present,WFH,MM
37185,88,01/08/2024,,,0,Absent,,NN
37186,88,02/08/2024,09:15,18:45,9.5,Present,Late,MM
37187,88,03/08/2024,09:00,18:00,9,Present,WFH,NA
37188,88,04/08/2024,08:00,17:15,9.25,Present,Late,G1
37189,88,05/08/2024,,,0,Leave,Annual Leave,G1
37190,88,06/08/2024,10:00,19:15,9.25,Present,,MM
37191,88,07/08/2024,09:45,19:30,9.75,Present,,GG
37192,88,08/08/2024,08:15,17:15,9,Present,,G2
37193,88,09/08/2024,09:45,19:30,9.75,Present,WFH,G2
37194,88,10/08/2024,,,0,Absent,WeekOff,MA
37195,88,11/08/2024,,,0,Absent,Sick,MM
37196,88,12/08/2024,,,0,Leave,Sick Leave,NA
37197,88,13/08/2024,,,0,Absent,WeekOff,GG
37198,88,14/08/2024,08:15,17:30,9.25,Present,Late,NN
37199,88,15/08/2024,09:30,13:30,4,Half Day,Personal Work,G2
37200,88,16/08/2024,10:30,14:30,4,Half Day,Personal Work,GG
37201,88,17/08/2024,10:45,20:15,9.5,Present,Late,MA
37202,88,18/08/2024,08:30,17:45,9.25,Present,Late,G2
37203,88,19/08/2024,10:15,20:00,9.75,Present,WFH,G1
37204,88,20/08/2024,10:15,19:15,9,Present,Late,G2
37205,88,21/08/2024,10:00,19:15,9.25,Present,WFH,NN
37206,88,22/08/2024,09:15,18:30,9.25,Present,Late,MA
37207,88,23/08/2024,10:45,20:00,9.25,Present,WFH,G2
37208,88,24/08/2024,10:15,19:30,9.25,Present,Late,G2
37209,88,25/08/2024,10:15,19:45,9.5,Present,WFH,NA
37210,88,26/08/2024,08:30,18:15,9.75,Present,,G2
37211,88,27/08/2024,10:00,19:30,9.5,Present,Late,MM
37212,88,28/08/2024,10:45,20:00,9.25,Present,Late,GG
37213,88,29/08/2024,,,0,Absent,WeekOff,NN
37214,88,30/08/2024,10:45,20:00,9.25,Present,Late,G2
37215,88,31/08/2024,,,0,Leave,Annual Leave,NA
37216,88,01/09/2024,09:45,19:15,9.5,Present,WFH,GG
37217,88,02/09/2024,10:15,19:45,9.5,Present,WFH,MM
37218,88,03/09/2024,10:15,19:45,9.5,Present,,MM
37219,88,04/09/2024,09:00,18:45,9.75,Present,Late,MA
37220,88,05/09/2024,09:30,18:45,9.25,Present,Late,NA
37221,88,06/09/2024,08:30,17:45,9.25,Present,Late,G2
37222,88,07/09/2024,,,0,Leave,Sick Leave,MM
37223,88,08/09/2024,09:15,18:30,9.25,Present,,NA
37224,88,09/09/2024,,,0,Leave,Annual Leave,G2
37225,88,10/09/2024,08:45,18:15,9.5,Present,,G2
37226,88,11/09/2024,08:15,18:00,9.75,Present,WFH,MM
37227,88,12/09/2024,10:00,19:00,9,Present,WFH,NN
37228,88,13/09/2024,10:00,19:15,9.25,Present,WFH,GG
37229,88,14/09/2024,08:30,18:15,9.75,Present,WFH,MA
37230,88,15/09/2024,10:00,19:00,9,Present,,NA
37231,88,16/09/2024,10:00,19:30,9.5,Present,WFH,G2
37232,88,17/09/2024,11:15,15:15,4,Half Day,Personal Work,MM
37233,88,18/09/2024,09:00,18:45,9.75,Present,WFH,MA
37234,88,19/09/2024,,,0,Absent,WeekOff,G1
37235,88,20/09/2024,10:15,14:15,4,Half Day,Personal Work,MA
37236,88,21/09/2024,,,0,Leave,Annual Leave,MA
37237,88,22/09/2024,11:30,15:30,4,Half Day,Late,MM
37238,88,23/09/2024,10:15,20:00,9.75,Present,WFH,MA
37239,88,24/09/2024,10:00,19:15,9.25,Present,WFH,MM
37240,88,25/09/2024,10:45,20:15,9.5,Present,,G1
37241,88,26/09/2024,09:45,19:00,9.25,Present,Late,MA
37242,88,27/09/2024,08:00,17:00,9,Present,,MM
37243,88,28/09/2024,10:00,19:45,9.75,Present,Late,G2
37244,88,29/09/2024,10:00,19:45,9.75,Present,,NA
37245,88,30/09/2024,08:15,18:00,9.75,Present,,NN
37246,88,01/10/2024,09:15,18:45,9.5,Present,,G2
37247,88,02/10/2024,09:15,19:00,9.75,Present,Late,MM
37248,88,03/10/2024,,,0,Absent,,MM
37249,88,04/10/2024,09:30,18:45,9.25,Present,Late,MA
37250,88,05/10/2024,,,0,Absent,,MA
37251,88,06/10/2024,08:00,17:30,9.5,Present,,MM
37252,88,07/10/2024,10:45,20:30,9.75,Present,Late,G1
37253,88,08/10/2024,10:15,19:30,9.25,Present,WFH,G2
37254,88,09/10/2024,11:15,15:15,4,Half Day,Late,MM
37255,88,10/10/2024,,,0,Absent,Sick,NN
37256,88,11/10/2024,10:30,19:30,9,Present,Late,MM
37257,88,12/10/2024,10:00,19:30,9.5,Present,WFH,NN
37258,88,13/10/2024,,,0,Absent,,NA
37259,88,14/10/2024,10:30,20:15,9.75,Present,WFH,G2
37260,88,15/10/2024,,,0,Leave,Annual Leave,G2
37261,88,16/10/2024,10:15,19:30,9.25,Present,WFH,MA
37262,88,17/10/2024,09:00,18:30,9.5,Present,Late,NN
37263,88,18/10/2024,09:45,19:15,9.5,Present,Late,NA
37264,88,19/10/2024,08:15,17:15,9,Present,Late,MM
37265,88,20/10/2024,08:15,17:30,9.25,Present,Late,G2
37266,88,21/10/2024,,,0,Leave,Sick Leave,G2
37267,88,22/10/2024,,,0,Leave,Annual Leave,NA
37268,88,23/10/2024,08:00,17:15,9.25,Present,WFH,NN
37269,88,24/10/2024,08:30,18:15,9.75,Present,,G1
37270,88,25/10/2024,08:15,17:30,9.25,Present,WFH,MA
37271,88,26/10/2024,,,0,Leave,Sick Leave,G2
37272,88,27/10/2024,10:30,20:15,9.75,Present,,G2
37273,88,28/10/2024,09:00,18:30,9.5,Present,,MM
37274,88,29/10/2024,09:30,18:30,9,Present,Late,NN
37275,88,30/10/2024,08:00,17:15,9.25,Present,Late,MM
37276,88,31/10/2024,10:15,19:15,9,Present,,MA
37277,88,01/11/2024,,,0,Leave,Sick Leave,NN
37278,88,02/11/2024,10:30,20:00,9.5,Present,WFH,G2
37279,88,03/11/2024,10:30,20:00,9.5,Present,Late,G1
37280,88,04/11/2024,09:00,18:30,9.5,Present,Late,NN
37281,88,05/11/2024,08:45,18:30,9.75,Present,,GG
37282,88,06/11/2024,,,0,Absent,WeekOff,NN
37283,88,07/11/2024,08:15,18:00,9.75,Present,WFH,G1
37284,88,08/11/2024,09:15,18:15,9,Present,Late,G2
37285,88,09/11/2024,08:00,17:15,9.25,Present,Late,MA
37286,88,10/11/2024,08:30,18:00,9.5,Present,Late,NN
37287,88,11/11/2024,11:30,15:30,4,Half Day,Personal Work,NA
37288,88,12/11/2024,08:30,17:30,9,Present,Late,G1
37289,88,13/11/2024,,,0,Absent,,MM
37290,88,14/11/2024,08:00,17:30,9.5,Present,,MM
37291,88,15/11/2024,08:15,17:30,9.25,Present,WFH,NN
37292,88,16/11/2024,09:00,18:00,9,Present,,G1
37293,88,17/11/2024,10:00,19:30,9.5,Present,WFH,GG
37294,88,18/11/2024,08:45,18:30,9.75,Present,,MA
37295,88,19/11/2024,11:30,15:30,4,Half Day,Late,GG
37296,88,20/11/2024,09:00,18:45,9.75,Present,,G2
37297,88,21/11/2024,08:15,17:45,9.5,Present,Late,NN
37298,88,22/11/2024,09:30,19:15,9.75,Present,,GG
37299,88,23/11/2024,08:15,17:45,9.5,Present,,NA
37300,88,24/11/2024,10:45,20:15,9.5,Present,,G2
37301,88,25/11/2024,10:15,20:00,9.75,Present,WFH,NN
37302,88,26/11/2024,,,0,Leave,Sick Leave,NA
37303,88,27/11/2024,09:15,18:30,9.25,Present,WFH,NA
37304,88,28/11/2024,09:45,19:00,9.25,Present,Late,G2
37305,88,29/11/2024,08:00,17:30,9.5,Present,Late,GG
37306,88,30/11/2024,08:00,17:15,9.25,Present,Late,G1
37307,88,01/12/2024,10:15,19:15,9,Present,,G1
37308,88,02/12/2024,10:30,20:15,9.75,Present,,MM
37309,88,03/12/2024,09:45,19:30,9.75,Present,,MA
37310,88,04/12/2024,09:30,19:15,9.75,Present,WFH,MA
37311,88,05/12/2024,,,0,Leave,Sick Leave,G2
37312,88,06/12/2024,,,0,Absent,,MA
37313,88,07/12/2024,,,0,Absent,Sick,MM
37314,88,08/12/2024,08:15,17:15,9,Present,,NA
37315,88,09/12/2024,10:30,20:00,9.5,Present,WFH,NN
37316,88,10/12/2024,09:30,18:30,9,Present,WFH,NA
37317,88,11/12/2024,10:30,19:45,9.25,Present,,NN
37318,88,12/12/2024,09:15,18:30,9.25,Present,WFH,G2
37319,88,13/12/2024,09:45,19:15,9.5,Present,WFH,MM
37320,88,14/12/2024,,,0,Absent,WeekOff,GG
37321,88,15/12/2024,09:00,18:45,9.75,Present,WFH,MM
37322,88,16/12/2024,09:15,18:30,9.25,Present,WFH,MM
37323,88,17/12/2024,09:45,19:30,9.75,Present,Late,GG
37324,88,18/12/2024,10:30,19:45,9.25,Present,Late,NN
37325,88,19/12/2024,09:30,19:15,9.75,Present,Late,MM
37326,88,20/12/2024,09:15,18:30,9.25,Present,Late,NN
37327,88,21/12/2024,10:15,19:30,9.25,Present,WFH,G1
37328,88,22/12/2024,08:45,18:15,9.5,Present,,G1
37329,88,23/12/2024,,,0,Absent,WeekOff,MM
37330,88,24/12/2024,10:45,20:15,9.5,Present,,G2
37331,88,25/12/2024,08:15,17:15,9,Present,Late,MM
37332,88,26/12/2024,,,0,Leave,Annual Leave,MM
37333,88,27/12/2024,09:30,18:45,9.25,Present,WFH,MM
37334,88,28/12/2024,08:15,17:15,9,Present,WFH,NN
37335,88,29/12/2024,08:15,17:30,9.25,Present,,NN
37336,88,30/12/2024,,,0,Absent,WeekOff,G1
37337,88,31/12/2024,09:15,18:15,9,Present,,G2
37338,88,01/01/2025,,,0,Absent,,NN
37339,88,02/01/2025,09:00,18:30,9.5,Present,WFH,GG
37340,88,03/01/2025,10:00,19:45,9.75,Present,Late,G1
37341,88,04/01/2025,09:15,18:30,9.25,Present,Late,NN
37342,88,05/01/2025,10:30,19:45,9.25,Present,,GG
37343,88,06/01/2025,10:30,20:00,9.5,Present,,NA
37344,88,07/01/2025,10:15,19:45,9.5,Present,WFH,NN
37345,88,08/01/2025,09:15,13:15,4,Half Day,Late,G1
37346,88,09/01/2025,,,0,Leave,Sick Leave,G2
37347,88,10/01/2025,,,0,Leave,Sick Leave,GG
37348,88,11/01/2025,10:00,14:00,4,Half Day,Personal Work,MA
37349,88,12/01/2025,09:15,18:30,9.25,Present,,G2
37350,88,13/01/2025,09:45,19:15,9.5,Present,Late,GG
37351,88,14/01/2025,09:30,18:45,9.25,Present,WFH,MA
37352,88,15/01/2025,09:45,18:45,9,Present,WFH,NA
37353,88,16/01/2025,08:45,17:45,9,Present,,MA
37354,88,17/01/2025,08:45,17:45,9,Present,,NA
37355,88,18/01/2025,09:30,19:00,9.5,Present,,MM
37356,88,19/01/2025,10:15,20:00,9.75,Present,,MA
37357,88,20/01/2025,09:30,18:30,9,Present,,G2
37358,88,21/01/2025,09:45,18:45,9,Present,Late,G2
37359,88,22/01/2025,10:45,20:15,9.5,Present,WFH,MM
37360,88,23/01/2025,09:15,18:30,9.25,Present,Late,NA
37361,88,24/01/2025,08:45,18:30,9.75,Present,WFH,MA
37362,88,25/01/2025,08:45,18:00,9.25,Present,WFH,MM
37363,88,26/01/2025,08:45,18:30,9.75,Present,Late,MA
37364,88,27/01/2025,10:00,19:15,9.25,Present,Late,G2
37365,88,28/01/2025,,,0,Leave,Sick Leave,G2
37366,88,29/01/2025,08:00,17:15,9.25,Present,Late,MM
37367,88,30/01/2025,08:45,18:15,9.5,Present,Late,GG
37368,88,31/01/2025,09:15,19:00,9.75,Present,Late,MM
37369,88,01/02/2025,09:00,18:45,9.75,Present,Late,NN
37370,88,02/02/2025,,,0,Absent,,MA
37371,88,03/02/2025,,,0,Leave,Annual Leave,G1
37372,88,04/02/2025,,,0,Leave,Sick Leave,G2
37373,88,05/02/2025,10:45,19:45,9,Present,Late,NN
37374,88,06/02/2025,08:15,17:30,9.25,Present,,GG
37375,88,07/02/2025,09:45,18:45,9,Present,WFH,MA
37376,88,08/02/2025,09:00,18:45,9.75,Present,,MA
37377,88,09/02/2025,09:15,19:00,9.75,Present,Late,G1
37378,88,10/02/2025,09:00,18:15,9.25,Present,Late,GG
37379,88,11/02/2025,11:00,15:00,4,Half Day,Late,MM
37380,88,12/02/2025,08:00,17:45,9.75,Present,Late,NN
37381,88,13/02/2025,09:30,18:30,9,Present,Late,GG
37382,88,14/02/2025,,,0,Absent,,G1
37383,88,15/02/2025,08:15,18:00,9.75,Present,,G1
37384,88,16/02/2025,,,0,Leave,Annual Leave,G2
37385,88,17/02/2025,08:15,17:15,9,Present,,NA
37386,88,18/02/2025,08:00,17:30,9.5,Present,Late,NA
37387,88,19/02/2025,10:00,19:45,9.75,Present,,NN
37388,88,20/02/2025,08:00,17:15,9.25,Present,,NA
37389,88,21/02/2025,10:30,20:15,9.75,Present,,NA
37390,88,22/02/2025,09:00,18:30,9.5,Present,,G2
37391,88,23/02/2025,10:15,19:45,9.5,Present,Late,GG
37392,88,24/02/2025,,,0,Absent,Sick,G1
37393,88,25/02/2025,09:15,18:45,9.5,Present,WFH,NN
37394,88,26/02/2025,10:45,20:00,9.25,Present,,G2
37395,88,27/02/2025,,,0,Leave,Sick Leave,GG
37396,88,28/02/2025,,,0,Leave,Sick Leave,GG
37397,88,01/03/2025,08:30,18:15,9.75,Present,Late,GG
37398,88,02/03/2025,08:30,18:00,9.5,Present,Late,MA
37399,88,03/03/2025,08:45,17:45,9,Present,,NN
37400,88,04/03/2025,,,0,Leave,Sick Leave,NA
37401,88,05/03/2025,,,0,Leave,Sick Leave,G2
37402,88,06/03/2025,09:15,18:30,9.25,Present,Late,MA
37403,88,07/03/2025,10:00,19:45,9.75,Present,,G1
37404,88,08/03/2025,09:45,19:00,9.25,Present,WFH,GG
37405,88,09/03/2025,08:30,17:30,9,Present,,NA
37406,88,10/03/2025,10:45,20:00,9.25,Present,WFH,G2
37407,88,11/03/2025,,,0,Absent,Sick,MM
37408,88,12/03/2025,08:45,18:15,9.5,Present,Late,MA
37409,88,13/03/2025,08:45,18:15,9.5,Present,Late,GG
37410,88,14/03/2025,09:45,18:45,9,Present,Late,NA
37411,88,15/03/2025,11:30,15:30,4,Half Day,Personal Work,NA
37412,88,16/03/2025,10:15,19:30,9.25,Present,Late,MM
37413,88,17/03/2025,08:00,17:30,9.5,Present,WFH,NN
37414,88,18/03/2025,10:30,19:30,9,Present,WFH,G1
37415,88,19/03/2025,09:30,18:30,9,Present,Late,MM
37416,88,20/03/2025,10:00,19:45,9.75,Present,,MM
37417,88,21/03/2025,,,0,Leave,Annual Leave,G1
37418,88,22/03/2025,08:00,17:45,9.75,Present,,NN
37419,88,23/03/2025,08:15,17:45,9.5,Present,,G1
37420,88,24/03/2025,09:30,19:00,9.5,Present,WFH,G1
37421,88,25/03/2025,,,0,Leave,Annual Leave,NN
37422,88,26/03/2025,,,0,Absent,Sick,MM
37423,88,27/03/2025,08:15,17:15,9,Present,Late,NA
37424,88,28/03/2025,,,0,Leave,Annual Leave,GG
37425,88,29/03/2025,10:15,19:45,9.5,Present,WFH,G1
37426,88,30/03/2025,08:30,18:15,9.75,Present,WFH,NA
37427,88,31/03/2025,09:30,19:00,9.5,Present,,GG
37428,88,01/04/2025,08:45,17:45,9,Present,WFH,MA
37429,88,02/04/2025,10:15,19:30,9.25,Present,,GG
37430,88,03/04/2025,,,0,Leave,Annual Leave,G2
37431,88,04/04/2025,09:30,18:45,9.25,Present,WFH,GG
37432,88,05/04/2025,09:45,18:45,9,Present,,G2
37433,88,06/04/2025,09:30,19:15,9.75,Present,Late,G2
37434,88,07/04/2025,,,0,Absent,Sick,GG
37435,88,08/04/2025,09:15,18:45,9.5,Present,WFH,NN
37436,88,09/04/2025,08:00,17:15,9.25,Present,WFH,NN
37437,88,10/04/2025,09:30,18:30,9,Present,,MM
37438,88,11/04/2025,10:15,19:45,9.5,Present,WFH,NN
37439,88,12/04/2025,08:00,17:00,9,Present,,MA
37440,88,13/04/2025,09:15,18:45,9.5,Present,Late,MA
37441,88,14/04/2025,10:30,19:30,9,Present,,G1
37442,88,15/04/2025,,,0,Absent,Sick,GG
37443,88,16/04/2025,10:15,20:00,9.75,Present,Late,G1
37444,88,17/04/2025,09:45,18:45,9,Present,Late,NA
37445,88,18/04/2025,10:45,20:15,9.5,Present,WFH,GG
37446,88,19/04/2025,08:30,17:45,9.25,Present,,G2
37447,88,20/04/2025,09:00,18:15,9.25,Present,Late,MA
37448,88,21/04/2025,,,0,Leave,Sick Leave,G1
37449,88,22/04/2025,,,0,Absent,,GG
37450,88,23/04/2025,08:45,18:00,9.25,Present,Late,G1
37451,88,24/04/2025,10:15,19:15,9,Present,,GG
37452,88,25/04/2025,08:30,17:45,9.25,Present,WFH,G2
37453,88,26/04/2025,08:30,17:45,9.25,Present,WFH,NN
37454,88,27/04/2025,,,0,Absent,Sick,NN
37455,88,28/04/2025,08:45,18:15,9.5,Present,Late,NN
37456,88,29/04/2025,10:45,20:30,9.75,Present,Late,NA
37457,88,30/04/2025,08:15,17:45,9.5,Present,Late,NA
37458,88,01/05/2025,,,0,Leave,Annual Leave,G2
37459,88,02/05/2025,11:00,15:00,4,Half Day,Personal Work,G2
37460,88,03/05/2025,,,0,Absent,,G2
37461,88,04/05/2025,,,0,Absent,Sick,MM
37462,88,05/05/2025,10:15,20:00,9.75,Present,,NN
37463,88,06/05/2025,10:45,19:45,9,Present,WFH,GG
37464,88,07/05/2025,,,0,Leave,Annual Leave,G2
37465,88,08/05/2025,09:30,19:00,9.5,Present,,NA
37466,88,09/05/2025,08:30,17:45,9.25,Present,Late,MA
37467,88,10/05/2025,09:15,18:45,9.5,Present,WFH,MM
37468,88,11/05/2025,10:30,19:30,9,Present,WFH,GG
37469,88,12/05/2025,09:15,18:45,9.5,Present,,NN
37470,88,13/05/2025,09:00,18:00,9,Present,,NN
37471,88,14/05/2025,10:15,14:15,4,Half Day,Late,GG
37472,88,15/05/2025,10:15,19:45,9.5,Present,WFH,NN
37473,88,16/05/2025,,,0,Leave,Annual Leave,G2
37474,88,17/05/2025,,,0,Absent,,NN
37475,88,18/05/2025,09:00,18:45,9.75,Present,WFH,NN
37476,88,19/05/2025,10:00,19:30,9.5,Present,,GG
37477,88,20/05/2025,09:15,19:00,9.75,Present,,G1
37478,88,21/05/2025,10:00,19:00,9,Present,,G1
37479,88,22/05/2025,09:45,19:00,9.25,Present,Late,NN
37480,88,23/05/2025,,,0,Absent,,G2
37481,88,24/05/2025,,,0,Leave,Sick Leave,NA
37482,88,25/05/2025,10:30,20:15,9.75,Present,WFH,G1
37483,88,26/05/2025,08:15,17:15,9,Present,WFH,MM
37484,88,27/05/2025,10:15,19:30,9.25,Present,Late,G1
37485,88,28/05/2025,09:00,18:45,9.75,Present,Late,G2
37486,88,29/05/2025,08:30,18:00,9.5,Present,Late,MM
37487,88,30/05/2025,,,0,Leave,Sick Leave,MM
37488,88,31/05/2025,08:45,18:30,9.75,Present,Late,MM
37489,89,01/04/2024,08:15,17:15,9,Present,,NN
37490,89,02/04/2024,08:00,17:45,9.75,Present,WFH,G2
37491,89,03/04/2024,09:30,13:30,4,Half Day,Personal Work,GG
37492,89,04/04/2024,08:15,17:30,9.25,Present,WFH,MA
37493,89,05/04/2024,,,0,Absent,,G1
37494,89,06/04/2024,10:45,19:45,9,Present,,G1
37495,89,07/04/2024,09:30,19:15,9.75,Present,,NA
37496,89,08/04/2024,08:00,17:00,9,Present,,NA
37497,89,09/04/2024,09:45,18:45,9,Present,,G2
37498,89,10/04/2024,09:30,18:30,9,Present,Late,NA
37499,89,11/04/2024,08:30,17:45,9.25,Present,Late,G1
37500,89,12/04/2024,08:00,17:45,9.75,Present,WFH,G2
37501,89,13/04/2024,10:30,20:00,9.5,Present,Late,GG
37502,89,14/04/2024,,,0,Absent,WeekOff,NA
37503,89,15/04/2024,08:00,17:00,9,Present,,GG
37504,89,16/04/2024,10:15,20:00,9.75,Present,,G2
37505,89,17/04/2024,10:00,19:15,9.25,Present,Late,NN
37506,89,18/04/2024,09:30,18:45,9.25,Present,WFH,MM
37507,89,19/04/2024,09:00,18:00,9,Present,WFH,NN
37508,89,20/04/2024,09:30,19:15,9.75,Present,Late,G2
37509,89,21/04/2024,08:15,17:30,9.25,Present,WFH,G1
37510,89,22/04/2024,08:45,18:15,9.5,Present,Late,NN
37511,89,23/04/2024,11:15,15:15,4,Half Day,Late,G1
37512,89,24/04/2024,09:30,13:30,4,Half Day,Personal Work,MM
37513,89,25/04/2024,,,0,Absent,WeekOff,G2
37514,89,26/04/2024,10:15,19:15,9,Present,WFH,GG
37515,89,27/04/2024,08:30,18:00,9.5,Present,Late,MM
37516,89,28/04/2024,,,0,Absent,,G2
37517,89,29/04/2024,09:30,13:30,4,Half Day,Late,G2
37518,89,30/04/2024,08:00,17:15,9.25,Present,Late,G1
37519,89,01/05/2024,10:15,19:30,9.25,Present,WFH,NN
37520,89,02/05/2024,,,0,Absent,,NA
37521,89,03/05/2024,08:30,18:00,9.5,Present,Late,GG
37522,89,04/05/2024,,,0,Absent,WeekOff,GG
37523,89,05/05/2024,,,0,Absent,,MA
37524,89,06/05/2024,09:15,19:00,9.75,Present,Late,NN
37525,89,07/05/2024,11:00,15:00,4,Half Day,Late,G1
37526,89,08/05/2024,,,0,Absent,WeekOff,NN
37527,89,09/05/2024,08:00,17:45,9.75,Present,WFH,NN
37528,89,10/05/2024,10:30,19:30,9,Present,Late,NN
37529,89,11/05/2024,08:00,17:00,9,Present,WFH,NN
37530,89,12/05/2024,09:00,18:15,9.25,Present,,NN
37531,89,13/05/2024,09:00,13:00,4,Half Day,Personal Work,G1
37532,89,14/05/2024,,,0,Absent,,NA
37533,89,15/05/2024,08:30,17:30,9,Present,Late,MA
37534,89,16/05/2024,09:15,13:15,4,Half Day,Personal Work,NA
37535,89,17/05/2024,09:45,19:00,9.25,Present,WFH,NN
37536,89,18/05/2024,10:00,19:30,9.5,Present,WFH,NN
37537,89,19/05/2024,08:00,17:45,9.75,Present,Late,GG
37538,89,20/05/2024,08:45,18:00,9.25,Present,,NA
37539,89,21/05/2024,11:15,15:15,4,Half Day,Late,MA
37540,89,22/05/2024,,,0,Absent,,GG
37541,89,23/05/2024,,,0,Leave,Annual Leave,G2
37542,89,24/05/2024,10:15,19:45,9.5,Present,Late,MA
37543,89,25/05/2024,09:45,19:30,9.75,Present,,NN
37544,89,26/05/2024,10:30,19:30,9,Present,WFH,MA
37545,89,27/05/2024,,,0,Absent,,GG
37546,89,28/05/2024,10:00,19:45,9.75,Present,WFH,G2
37547,89,29/05/2024,09:15,18:15,9,Present,,MM
37548,89,30/05/2024,08:30,17:45,9.25,Present,,NN
37549,89,31/05/2024,09:15,18:15,9,Present,Late,MM
37550,89,01/06/2024,09:00,18:30,9.5,Present,WFH,GG
37551,89,02/06/2024,09:30,19:00,9.5,Present,,NA
37552,89,03/06/2024,08:45,18:30,9.75,Present,Late,GG
37553,89,04/06/2024,09:00,18:30,9.5,Present,WFH,G1
37554,89,05/06/2024,09:30,19:15,9.75,Present,Late,MA
37555,89,06/06/2024,08:45,18:15,9.5,Present,WFH,GG
37556,89,07/06/2024,10:45,19:45,9,Present,,GG
37557,89,08/06/2024,10:15,19:15,9,Present,,MA
37558,89,09/06/2024,10:30,14:30,4,Half Day,Late,MM
37559,89,10/06/2024,10:30,20:15,9.75,Present,Late,MM
37560,89,11/06/2024,09:15,18:15,9,Present,Late,GG
37561,89,12/06/2024,,,0,Absent,,MM
37562,89,13/06/2024,,,0,Leave,Annual Leave,MA
37563,89,14/06/2024,08:30,18:15,9.75,Present,WFH,MA
37564,89,15/06/2024,10:00,19:00,9,Present,Late,G1
37565,89,16/06/2024,,,0,Absent,WeekOff,G1
37566,89,17/06/2024,09:00,18:45,9.75,Present,Late,MA
37567,89,18/06/2024,09:15,18:30,9.25,Present,WFH,G1
37568,89,19/06/2024,,,0,Absent,,G2
37569,89,20/06/2024,09:00,18:30,9.5,Present,WFH,G2
37570,89,21/06/2024,08:45,17:45,9,Present,WFH,MM
37571,89,22/06/2024,08:00,17:00,9,Present,Late,G2
37572,89,23/06/2024,09:30,13:30,4,Half Day,Late,NA
37573,89,24/06/2024,08:00,17:45,9.75,Present,WFH,NA
37574,89,25/06/2024,,,0,Leave,Annual Leave,G2
37575,89,26/06/2024,09:45,19:00,9.25,Present,Late,G1
37576,89,27/06/2024,,,0,Absent,WeekOff,GG
37577,89,28/06/2024,,,0,Leave,Annual Leave,G2
37578,89,29/06/2024,08:45,18:30,9.75,Present,Late,G2
37579,89,30/06/2024,10:30,20:00,9.5,Present,WFH,GG
37580,89,01/07/2024,09:00,18:45,9.75,Present,WFH,MA
37581,89,02/07/2024,09:00,18:15,9.25,Present,,NN
37582,89,03/07/2024,,,0,Absent,,GG
37583,89,04/07/2024,08:00,17:45,9.75,Present,WFH,GG
